CD_CLIENTE,cluster,cluster_label
T09519,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T09016,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08930,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09869,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09580,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09724,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09969,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09248,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09979,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09624,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10010,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09656,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T08383,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07654,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09428,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09748,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10019,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T08433,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T10022,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10121,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09845,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T10041,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09105,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T10084,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10145,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09851,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09978,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10110,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09487,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T09736,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10219,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09981,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T10392,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10289,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T10406,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09817,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10413,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10471,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10047,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10869,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10182,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10179,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T10494,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10247,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10391,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10661,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11026,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10415,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09935,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T11036,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11037,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10680,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10090,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11082,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10560,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10271,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10199,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11293,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10703,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10752,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T10765,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11387,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10159,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11454,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10952,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10859,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10967,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09965,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10881,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10983,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10402,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T11577,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10944,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T11623,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11933,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11318,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10698,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11117,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12183,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11382,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10731,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10570,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12195,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T11432,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12368,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11510,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11564,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12377,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T10216,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10965,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T12450,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11754,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10981,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12530,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T11906,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10982,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11871,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11094,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09450,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T11180,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11157,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T12562,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10679,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12653,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11727,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11271,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T11950,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T12825,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11855,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12132,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12884,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T12953,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13017,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11527,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12230,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11677,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13023,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12280,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13047,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11806,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13065,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13131,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13347,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12416,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12393,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12096,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12016,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13468,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12098,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13481,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12276,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11561,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13629,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12467,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T11161,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11687,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13630,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13659,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12595,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12315,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13661,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12690,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T10872,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12582,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12248,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T13666,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12712,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13864,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12062,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13935,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T14063,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14081,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T12870,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12757,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12061,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11071,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T14189,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12915,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T12357,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14228,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14439,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12552,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14449,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T12864,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12395,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T14466,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14475,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12505,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14539,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11910,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T12991,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12817,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14588,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T14622,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13062,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09633,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13275,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T11287,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14841,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13320,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15035,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T12969,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15045,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13388,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15062,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15127,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T12221,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15145,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15283,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13109,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13697,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13485,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13825,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13614,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15314,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13830,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T15319,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13857,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13777,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T15331,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13918,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15389,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13796,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T15411,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13454,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13724,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13937,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15467,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13617,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13833,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13852,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14012,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15560,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13875,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15580,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14167,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15628,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14188,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14190,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T13941,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15633,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15644,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14245,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T14333,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15650,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T14398,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14390,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T14119,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15688,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T14431,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13780,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14450,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T10506,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14264,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15737,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13280,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15854,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14472,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15865,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T14319,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15878,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T14535,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T15900,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T15970,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14511,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T16103,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13046,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T16127,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T14650,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14930,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T16235,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T14772,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15003,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T16250,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14596,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T16268,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14917,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T16284,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15034,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15011,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T13934,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T16313,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T14749,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T16316,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15061,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15055,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T16333,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T13640,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T14705,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T16411,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14950,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T15074,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15086,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15135,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15080,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15138,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15122,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T16438,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14662,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15159,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T16545,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14861,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15140,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T15232,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15144,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T16567,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T16579,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15173,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T14744,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T16588,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T15172,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T16602,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
